"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2014","0.890100","0.912050","0.950650","0.889050","","-2.38%"
"09/01/2014","0.911800","0.961050","0.961100","0.910250","","-5.08%"
"08/01/2014","0.960600","0.972850","0.985150","0.957400","","-1.25%"
"07/01/2014","0.972800","0.986800","0.989550","0.969950","","-1.41%"
"06/01/2014","0.986700","0.982000","0.987850","0.972700","","0.44%"
"05/01/2014","0.982400","0.978100","0.991950","0.970550","","0.48%"
"04/01/2014","0.977700","0.968850","0.986950","0.960300","","0.94%"
"03/01/2014","0.968600","0.984700","0.988200","0.963750","","-1.38%"
"02/01/2014","0.982200","0.980150","0.992550","0.972450","","0.22%"
"01/01/2014","0.980000","0.949750","0.982550","0.948200","","3.22%"
"12/01/2013","0.949400","0.976100","0.984050","0.948450","","-2.71%"
"11/01/2013","0.975800","1.016750","1.024200","0.974500","","-4.02%"
"10/01/2013","1.016700","1.018150","1.035550","1.009950","","-0.11%"
"09/01/2013","1.017800","1.016550","1.025700","0.993850","","-0.07%"
"08/01/2013","1.018500","1.021750","1.043850","1.000400","","-0.30%"
"07/01/2013","1.021600","1.007100","1.024850","0.984750","","1.29%"
"06/01/2013","1.008600","0.994350","1.066200","0.992500","","1.38%"
"05/01/2013","0.994900","1.026250","1.030500","0.963850","","-3.06%"
"04/01/2013","1.026300","1.060700","1.080350","1.000400","","-3.27%"
"03/01/2013","1.061000","1.080300","1.081900","1.033900","","-1.74%"
"02/01/2013","1.079800","1.092450","1.099600","1.056400","","-1.14%"
